229378,0.0
65540,0.0
229382,0.0
163847,0.0
350253,0.0
32783,0.0
71000,0.0
32789,0.0
300377,0.0
354991,0.0
196637,0.0
131102,0.0
229410,0.0
318611,0.0
32813,0.0
32815,0.0
32817,0.0
32818,0.0
32819,0.0
32821,0.0
32823,0.0
59,0.0
294978,0.0
360516,0.0
290239,0.0
71,0.0
262217,0.0
360522,0.0
65613,0.0
81,0.0
294994,0.0
234851,0.0
84,0.0
32858,0.0
131164,0.0
32865,0.0
229475,0.0
327780,0.0
32869,0.0
32870,0.0
32871,0.0
32873,0.0
32875,0.0
32877,0.0
32879,0.0
32880,0.0
163953,0.0
65651,0.0
262263,0.0
65658,0.0
124,0.0
32895,0.0
131201,0.0
65672,0.0
290245,0.0
32909,0.0
21869,0.0
163990,0.0
65691,0.0
98462,0.0
32928,0.0
98469,0.0
164008,0.0
295082,0.0
262316,0.0
319700,0.0
164014,0.0
164016,0.0
295089,0.0
262323,0.0
180,0.0
196791,0.0
32952,0.0
190,0.0
196800,0.0
98498,0.0
349558,0.0
32969,0.0
174798,0.0
65750,0.0
262360,0.0
311332,0.0
32992,0.0
278566,0.0
295144,0.0
262379,0.0
295150,0.0
65777,0.0
98547,0.0
164084,0.0
65785,0.0
251,0.0
114730,0.0
254,0.0
344107,0.0
98574,0.0
163885,0.0
262416,0.0
131353,0.0
65819,0.0
33053,0.0
281075,0.0
98591,0.0
256731,0.0
164136,0.0
65833,0.0
344807,0.0
262450,0.0
196915,0.0
295220,0.0
164150,0.0
164153,0.0
196923,0.0
33088,0.0
164162,0.0
262467,0.0
164166,0.0
262474,0.0
131405,0.0
98638,0.0
131410,0.0
295252,0.0
341535,0.0
131417,0.0
164189,0.0
262496,0.0
321895,0.0
196964,0.0
164199,0.0
164200,0.125
164201,0.125
65898,0.0
262512,0.0
328054,0.0
33146,0.0
262526,0.0
164225,0.0
295301,0.0
391,0.0
65930,0.0
197005,0.0
33166,0.0
131471,0.0
65937,0.0
98708,0.0
33175,0.0
360857,0.0
410,0.0
98715,0.0
197021,0.0
197023,0.0
164256,0.0
164257,0.0
164258,0.0
328099,0.0
295335,0.0
258612,0.0
328118,0.0
442,0.0
229820,0.0
164285,0.0
360900,0.0
226970,0.0
98761,0.0
164298,0.0
33231,0.0
360916,0.0
360917,0.0
295382,0.0
297894,0.0
229849,0.0
229850,0.0
295391,0.0
131554,0.0
