131072,0.0
131073,0.0
131075,0.0
131078,0.0
7,0.0
131080,0.0
131083,0.0
262158,0.0
131088,0.0
131089,0.0
18,0.0
131091,0.0
22,0.0
262174,0.0
262175,0.0
34,0.0
209498,0.0
131112,0.0
49,0.0
50,0.0
262199,0.0
262200,0.0
262201,0.0
262205,0.0
262206,0.0
349537,0.0
43703,0.0
131148,0.0
21858,0.0
284003,0.0
262229,0.0
262231,0.0
262233,0.0
262235,0.0
305850,0.0
98,0.0
262249,0.0
262253,0.0
219971,0.0
131198,0.0
349547,0.0
133,0.0
138,0.0
131226,0.0
262305,0.0
131234,0.0
262320,0.0
343923,0.0
131259,0.0
262332,0.0
262334,0.0
262338,0.0
131268,0.0
262178,0.0
288065,0.0
131280,0.0
131282,0.0
131292,0.0
131293,0.0
262366,0.0
131299,0.0
131309,0.0
239,0.0
131316,0.0
246,0.0
131319,0.0
131321,0.0
252,0.0
131336,0.0
131342,0.0
349571,0.0
262426,0.0
262430,0.0
262433,0.0
262434,0.0
294,0.0
262193,0.0
262443,0.0
303,0.0
131382,0.0
262460,0.0
349172,0.0
318,0.0
320,0.0
131401,0.0
131402,0.0
131411,0.0
267109,0.0
353,0.0
358,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
369,0.0
370,0.0
371,0.0
373,0.0
375,0.0
376,0.0
377,0.0
379,0.0
131452,0.0
131453,0.0
262528,0.0
262529,0.0
386,0.0
262535,0.0
17471,0.0
218519,0.0
262540,0.0
196674,0.0
401,0.0
403,0.0
262551,0.0
411,0.0
21914,0.0
414,0.0
131491,0.0
262565,0.0
131494,0.0
131502,0.0
131503,0.0
262576,0.0
262580,0.0
349599,0.0
262591,0.0
262219,0.0
453,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
131535,0.0
468,0.0
262613,0.0
470,0.0
262615,0.0
262623,0.0
480,0.0
485,0.0
486,0.0
262631,0.0
131568,0.0
262641,0.0
131574,0.0
507,0.0
21930,0.0
513,0.0
517,0.0
518,0.0
148396,0.0
524,0.0
262673,0.0
538,0.0
21935,0.0
262686,0.0
349616,0.0
284081,0.0
262696,0.0
558,0.0
559,0.0
560,0.0
564,0.0
262710,0.0
262715,0.0
573,0.0
131652,0.0
581,0.0
584,0.0
586,0.0
587,0.0
588,0.0
590,0.0
591,0.0
593,0.0
594,0.0
131669,0.0
598,0.0
599,0.0
600,0.0
602,0.0
218554,0.0
606,0.0
608,0.0
305936,0.0
218555,0.0
619,0.0
620,0.0
622,0.0
262777,0.0
284095,0.0
636,0.0
642,0.0
645,0.0
646,0.0
131719,0.0
648,0.0
131721,0.0
651,0.0
284098,0.0
131726,0.0
131733,0.0
